sequence_id,complexity_level,n_states,program_bits,model,context_len,predict_len,h_model_bits_per_sym,h_gzip_bits_per_sym,h_gzip_is_negative,el_gzip,mean_invalid_mass,mean_valid_binary_mass
L1_0018,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.003318,0.0,False,1.003318,0.401944,0.598056
L1_0019,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.918332,0.0,False,0.918332,0.417807,0.582193
L1_0020,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.56092,0.0,False,0.56092,0.3746,0.6254
L1_0021,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.177967,0.0,False,1.177967,0.43702,0.56298
L1_0022,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.944478,0.0,False,0.944478,0.404323,0.595677
L1_0023,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.130867,0.0,False,1.130867,0.351401,0.648599
L1_0024,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.079118,0.0,False,1.079118,0.344531,0.655469
L1_0025,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.052172,0.0,False,1.052172,0.352533,0.647467
L1_0026,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.959943,0.0,False,0.959943,0.402143,0.597857
L1_0027,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.007574,0.0,False,1.007574,0.341984,0.658016
L1_0028,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.176579,0.0,False,1.176579,0.380923,0.619077
L1_0029,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.431044,0.0,False,1.431044,0.344977,0.655023
L1_0030,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.273209,0.08,False,1.193209,0.346027,0.653973
L1_0031,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.113137,0.0,False,1.113137,0.346101,0.653899
L1_0032,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.014574,0.0,False,1.014574,0.34203,0.65797
L1_0033,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.51218,0.0,False,0.51218,0.385321,0.614679
L1_0034,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.047915,0.0,False,1.047915,0.358304,0.641696
L1_0035,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.144946,0.08,False,1.064946,0.373333,0.626667
L1_0036,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.038864,0.0,False,1.038864,0.359982,0.640018
L1_0037,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.027516,0.0,False,1.027516,0.343228,0.656772
L1_0038,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.973523,0.0,False,0.973523,0.35404,0.64596
L1_0039,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.260637,0.0,False,1.260637,0.358689,0.641311
L1_0040,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.236102,0.0,False,1.236102,0.344134,0.655866
L1_0041,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.1072,0.0,False,1.1072,0.347248,0.652752
L1_0042,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.63548,0.0,False,0.63548,0.378594,0.621406
L1_0043,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.106606,0.0,False,1.106606,0.349471,0.650529
L1_0044,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.992244,0.08,False,0.912244,0.344993,0.655007
L1_0045,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.24919,0.0,False,1.24919,0.362923,0.637077
L1_0046,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.600578,0.0,False,0.600578,0.364467,0.635533
L1_0047,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.964296,0.0,False,0.964296,0.352234,0.647766
L1_0048,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.029251,0.0,False,1.029251,0.349499,0.650501
L1_0049,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.098953,0.0,False,1.098953,0.350203,0.649797
L1_0050,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.16258,0.08,False,1.08258,0.358344,0.641656
L1_0051,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.02817,0.08,False,0.94817,0.343369,0.656631
L1_0052,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.9572,0.0,False,0.9572,0.348349,0.651651
L1_0053,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.421515,0.0,False,1.421515,0.343962,0.656038
L1_0054,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.318647,0.0,False,1.318647,0.343638,0.656362
L1_0055,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.290055,0.0,False,1.290055,0.345232,0.654768
L1_0056,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.906441,0.0,False,0.906441,0.352641,0.647359
L1_0057,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.358199,0.4,False,0.958199,0.360346,0.639654
L1_0058,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.140414,0.0,False,1.140414,0.351152,0.648848
L1_0059,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.102403,0.0,False,1.102403,0.342411,0.657589
L1_0060,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.124868,0.0,False,1.124868,0.349004,0.650996
L1_0061,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.124868,0.0,False,1.124868,0.375636,0.624364
L1_0062,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.289751,0.0,False,1.289751,0.342882,0.657118
L1_0063,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.172945,0.08,False,1.092945,0.343379,0.656621
L1_0064,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.297041,0.0,False,1.297041,0.368368,0.631632
L1_0065,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.909117,0.0,False,0.909117,0.413404,0.586596
L1_0066,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.013762,0.0,False,1.013762,0.344966,0.655034
L1_0067,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.597246,0.0,False,0.597246,0.380507,0.619493
L1_0068,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.129724,0.96,False,0.169724,0.367984,0.632016
L1_0069,1,3,24,Qwen/Qwen2.5-1.5B,100,100,0.512724,0.0,False,0.512724,0.359474,0.640526
L1_0070,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.218573,0.08,False,1.138573,0.35482,0.64518
L1_0071,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.002039,0.08,False,0.922039,0.347649,0.652351
L1_0072,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.112355,0.0,False,1.112355,0.348699,0.651301
L1_0073,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.092035,0.0,False,1.092035,0.344834,0.655166
L1_0074,1,3,24,Qwen/Qwen2.5-1.5B,100,100,1.139709,0.0,False,1.139709,0.349903,0.650097
L2_0000,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.826457,0.08,False,0.746457,0.356107,0.643893
L2_0001,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.67203,0.0,False,1.67203,0.35992,0.64008
L2_0002,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.070712,0.0,False,1.070712,0.34364,0.65636
L2_0003,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.947571,0.0,False,0.947571,0.346674,0.653326
L2_0004,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.216381,0.08,False,1.136381,0.353385,0.646615
L2_0005,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.008894,0.0,False,1.008894,0.422925,0.577075
L2_0006,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.001824,0.0,False,1.001824,0.338114,0.661886
L2_0007,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.359437,0.08,False,1.279437,0.346554,0.653446
L2_0008,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.210932,0.0,False,1.210932,0.368124,0.631876
L2_0009,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.175956,0.0,False,1.175956,0.347138,0.652862
L2_0010,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.427197,0.0,False,1.427197,0.350956,0.649044
L2_0011,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.440607,0.0,False,1.440607,0.34789,0.65211
L2_0012,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.920715,0.08,False,0.840715,0.354137,0.645863
L2_0013,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.078758,0.0,False,1.078758,0.345892,0.654108
L2_0014,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.99289,0.0,False,0.99289,0.395326,0.604674
L2_0015,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.092774,0.08,False,1.012774,0.349059,0.650941
L2_0016,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.002247,0.0,False,1.002247,0.349528,0.650472
L2_0017,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.091959,0.0,False,1.091959,0.343937,0.656063
L2_0018,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.117027,0.0,False,1.117027,0.353739,0.646261
L2_0019,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.969163,0.0,False,0.969163,0.392424,0.607576
L2_0020,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.14408,0.0,False,1.14408,0.392747,0.607253
L2_0021,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.954661,0.0,False,0.954661,0.347855,0.652145
L2_0022,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.426239,0.0,False,1.426239,0.341728,0.658272
L2_0023,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.102277,0.0,False,1.102277,0.350056,0.649944
L2_0024,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.999998,0.08,False,0.919998,0.384814,0.615186
L2_0025,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.334116,0.08,False,1.254116,0.355692,0.644308
L2_0026,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.336271,0.08,False,1.256271,0.353693,0.646307
L2_0027,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.405846,0.0,False,1.405846,0.345686,0.654314
L2_0028,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.105571,0.0,False,1.105571,0.340061,0.659939
L2_0029,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.99501,0.0,False,0.99501,0.348354,0.651646
L2_0030,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.94358,0.4,False,0.54358,0.345722,0.654278
L2_0031,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.024866,0.0,False,1.024866,0.346247,0.653753
L2_0032,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.257331,0.08,False,1.177331,0.360257,0.639743
L2_0033,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.128912,0.0,False,1.128912,0.349777,0.650223
L2_0034,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.066723,0.0,False,1.066723,0.354735,0.645265
L2_0035,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.260447,0.0,False,1.260447,0.342049,0.657951
L2_0036,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.1464,0.0,False,1.1464,0.390341,0.609659
L2_0037,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.158044,0.0,False,1.158044,0.345475,0.654525
L2_0038,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.230807,0.08,False,1.150807,0.360557,0.639443
L2_0039,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.0966,0.0,False,1.0966,0.34404,0.65596
L2_0040,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.160157,0.08,False,1.080157,0.352464,0.647536
L2_0041,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.017282,0.0,False,1.017282,0.355552,0.644448
L2_0042,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.162621,1.04,False,0.122621,0.344438,0.655562
L2_0043,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.537047,0.0,False,0.537047,0.37337,0.62663
L2_0044,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.141438,0.0,False,1.141438,0.365374,0.634626
L2_0045,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.345735,0.0,False,1.345735,0.343648,0.656352
L2_0046,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.08613,0.0,False,1.08613,0.343421,0.656579
L2_0047,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.202468,0.08,False,1.122468,0.348835,0.651165
L2_0048,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.271763,0.08,False,1.191763,0.347179,0.652821
L2_0049,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.256859,0.0,False,1.256859,0.343598,0.656402
L2_0050,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.856497,0.08,False,0.776497,0.356915,0.643085
L2_0051,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.268866,0.08,False,1.188866,0.346721,0.653279
L2_0052,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.095653,0.0,False,1.095653,0.343499,0.656501
L2_0053,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.050955,0.08,False,0.970955,0.353161,0.646839
L2_0054,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.604,0.0,False,0.604,0.357145,0.642855
L2_0055,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.532783,0.0,False,0.532783,0.365104,0.634896
L2_0056,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.049665,0.0,False,1.049665,0.387782,0.612218
L2_0057,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.175889,0.0,False,1.175889,0.441941,0.558059
L2_0058,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.077712,0.08,False,0.997712,0.349633,0.650367
L2_0059,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.429355,0.0,False,1.429355,0.352172,0.647828
L2_0060,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.144352,0.08,False,1.064352,0.359073,0.640927
L2_0061,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.023889,0.0,False,1.023889,0.346503,0.653497
L2_0062,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.290782,0.0,False,1.290782,0.347589,0.652411
L2_0063,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.06264,0.08,False,0.98264,0.344843,0.655157
L2_0064,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.007249,0.0,False,1.007249,0.348783,0.651217
L2_0065,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.267719,0.08,False,1.187719,0.346816,0.653184
L2_0066,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.418986,0.08,False,1.338986,0.348402,0.651598
L2_0067,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.983221,0.08,False,0.903221,0.352421,0.647579
L2_0068,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.817343,0.08,False,0.737343,0.362079,0.637921
L2_0069,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.152126,0.64,False,0.512126,0.364928,0.635072
L2_0070,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.228585,0.08,False,1.148585,0.345831,0.654169
L2_0071,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.096731,0.0,False,1.096731,0.354228,0.645772
L2_0072,2,4,40,Qwen/Qwen2.5-1.5B,100,100,0.826408,0.08,False,0.746408,0.354429,0.645571
L2_0073,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.317053,0.0,False,1.317053,0.352108,0.647892
L2_0074,2,4,40,Qwen/Qwen2.5-1.5B,100,100,1.038346,0.0,False,1.038346,0.34652,0.65348
L3_0000,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.140088,0.0,False,1.140088,0.351187,0.648813
L3_0001,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.157379,0.08,False,1.077379,0.374097,0.625903
L3_0002,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.18365,0.0,False,1.18365,0.395343,0.604657
L3_0003,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.296111,0.0,False,1.296111,0.362711,0.637289
L3_0004,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.92964,0.08,False,0.84964,0.367548,0.632452
L3_0005,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.319231,0.0,False,1.319231,0.34158,0.65842
L3_0006,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.953577,0.0,False,0.953577,0.347942,0.652058
L3_0007,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.12864,0.0,False,1.12864,0.374976,0.625024
L3_0008,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.05878,0.0,False,1.05878,0.347043,0.652957
L3_0009,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.080083,0.0,False,1.080083,0.377218,0.622782
L3_0010,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.969228,0.08,False,0.889228,0.347143,0.652857
L3_0011,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.995627,0.08,False,0.915627,0.34931,0.65069
L3_0012,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.306365,0.0,False,1.306365,0.343033,0.656967
L3_0013,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.040523,0.0,False,1.040523,0.344606,0.655394
L3_0014,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.960882,0.0,False,0.960882,0.357819,0.642181
L3_0015,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.07867,0.0,False,1.07867,0.351684,0.648316
L3_0016,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.993442,0.0,False,0.993442,0.354405,0.645595
L3_0017,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.13671,0.08,False,1.05671,0.348955,0.651045
L3_0018,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.097281,0.0,False,1.097281,0.346531,0.653469
L3_0019,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.406355,0.08,False,1.326355,0.358871,0.641129
L3_0020,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.116134,0.0,False,1.116134,0.344606,0.655394
L3_0021,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.437848,0.0,False,1.437848,0.348657,0.651343
L3_0022,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.291835,0.0,False,1.291835,0.347478,0.652522
L3_0023,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.973101,0.08,False,0.893101,0.3488,0.6512
L3_0024,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.420564,0.0,False,1.420564,0.350849,0.649151
L3_0025,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.005577,0.0,False,1.005577,0.396747,0.603253
L3_0026,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.305428,0.0,False,1.305428,0.341566,0.658434
L3_0027,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.006285,0.0,False,1.006285,0.343464,0.656536
L3_0028,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.391758,0.0,False,1.391758,0.351593,0.648407
L3_0029,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.36147,0.0,False,1.36147,0.350722,0.649278
L3_0030,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.963622,0.0,False,0.963622,0.353508,0.646492
L3_0031,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.060161,0.08,False,0.980161,0.363489,0.636511
L3_0032,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.020951,0.0,False,1.020951,0.407635,0.592365
L3_0033,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.05929,0.08,False,0.97929,0.345438,0.654562
L3_0034,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.412157,0.0,False,1.412157,0.343642,0.656358
L3_0035,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.965962,0.0,False,0.965962,0.40485,0.59515
L3_0036,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.00467,0.0,False,1.00467,0.354237,0.645763
L3_0037,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.836652,0.0,False,0.836652,0.357944,0.642056
L3_0038,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.166856,0.0,False,1.166856,0.395292,0.604708
L3_0039,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.974088,0.0,False,0.974088,0.354059,0.645941
L3_0040,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.234851,0.0,False,1.234851,0.377304,0.622696
L3_0041,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.994875,0.0,False,0.994875,0.352019,0.647981
L3_0042,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.292415,0.0,False,1.292415,0.351837,0.648163
L3_0043,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.316123,0.0,False,1.316123,0.350769,0.649231
L3_0044,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.957791,0.08,False,0.877791,0.365407,0.634593
L3_0045,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.977661,0.08,False,0.897661,0.347613,0.652387
L3_0046,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.17426,0.08,False,1.09426,0.344406,0.655594
L3_0047,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.915285,0.0,False,0.915285,0.357188,0.642812
L3_0048,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.946159,0.56,False,0.386159,0.362903,0.637097
L3_0049,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.426152,0.0,False,1.426152,0.364788,0.635212
L3_0050,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.086995,0.0,False,1.086995,0.361934,0.638066
L3_0051,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.951331,0.0,False,0.951331,0.387408,0.612592
L3_0052,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.190776,0.0,False,1.190776,0.341931,0.658069
L3_0053,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.007989,0.0,False,1.007989,0.352109,0.647891
L3_0054,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.029103,0.0,False,1.029103,0.344021,0.655979
L3_0055,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.062614,0.08,False,0.982614,0.345684,0.654316
L3_0056,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.349676,0.0,False,1.349676,0.342871,0.657129
L3_0057,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.985976,0.08,False,0.905976,0.341429,0.658571
L3_0058,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.969685,0.08,False,0.889685,0.350553,0.649447
L3_0059,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.995042,0.0,False,0.995042,0.397491,0.602509
L3_0060,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.046527,0.0,False,1.046527,0.357341,0.642659
L3_0061,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.992334,0.0,False,0.992334,0.387034,0.612966
L3_0062,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.506999,0.0,False,1.506999,0.350394,0.649606
L3_0063,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.434373,0.0,False,1.434373,0.346611,0.653389
L3_0064,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.178853,0.0,False,1.178853,0.345133,0.654867
L3_0065,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.282065,0.08,False,1.202065,0.380733,0.619267
L3_0066,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.224771,0.08,False,1.144771,0.348348,0.651652
L3_0067,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.27658,0.08,False,1.19658,0.346021,0.653979
L3_0068,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.362899,0.0,False,1.362899,0.359334,0.640666
L3_0069,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.975703,0.0,False,0.975703,0.40087,0.59913
L3_0070,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.01605,0.08,False,0.93605,0.348534,0.651466
L3_0071,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.010528,0.0,False,1.010528,0.354954,0.645046
L3_0072,3,5,50,Qwen/Qwen2.5-1.5B,100,100,0.559447,0.0,False,0.559447,0.361741,0.638259
L3_0073,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.458706,0.08,False,1.378706,0.352575,0.647425
L3_0074,3,5,50,Qwen/Qwen2.5-1.5B,100,100,1.182428,0.0,False,1.182428,0.367493,0.632507
L4_0000,4,6,60,Qwen/Qwen2.5-1.5B,100,100,0.955798,0.08,False,0.875798,0.356339,0.643661
L4_0001,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.012468,0.0,False,1.012468,0.384358,0.615642
L4_0002,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.027616,0.0,False,1.027616,0.426619,0.573381
L4_0003,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.026854,0.08,False,0.946854,0.392662,0.607338
L4_0004,4,6,60,Qwen/Qwen2.5-1.5B,100,100,1.185586,0.0,False,1.185586,0.347469,0.652531
